ORIGEN;DESTINO
BORDEAUX;CARTAGENA
BOGOTA;ABENDEEN
BOGOTA;ACCRA
BOGOTA;MALAGA
BOGOTA;ALICANTE
BOGOTA;AMSTERDAM
BOGOTA;ESTOCOLMO
BOGOTA;ATENAS
BOGOTA;BARCELONA
BOGOTA;BECERRIL
BOGOTA;BIRMINGHAN
BOGOTA;BILBAO
BOGOTA;BILLUND
BOGOTA;BOLOGNA
BOGOTA;BORDEAUX
BOGOTA;MUMBAI
BOGOTA;BRUSELAS
BOGOTA;BASEL
BOGOTA;BUDAPEST
BOGOTA;CODAZZI
BOGOTA;NUNCHIA
BOGOTA;PARIS
BOGOTA;COPENHAGEN
BOGOTA;CARDIFF
BOGOTA;DARIEN - VALLE
BOGOTA;YOPAL
BOGOTA;QATAR
BOGOTA;DUBLIN
BOGOTA;DUBAI
BOGOTA;ROMA
BOGOTA;CODAZZI
BOGOTA;MADEIRA
BOGOTA;FRANKFURT
BOGOTA;GLASGOW
BOGOTA;GENOVA
BOGOTA;HANNOVER
BOGOTA;HAMBURG
BOGOTA;HONG KONG
BOGOTA;EIVISSA
BOGOTA;INCHEON
BOGOTA;ESTAMBUL
BOGOTA;KEFLAVIK
BOGOTA;KUALA
BOGOTA;KUWAIT
BOGOTA;LONDRES
BOGOTA;LISBOA
BOGOTA;SALDA\A
BOGOTA;BOSCONIA
BOGOTA;LUXEMBURGO
BOGOTA;LYON
BOGOTA;PAZ DE ARIPORO
BOGOTA;MADRID
BOGOTA;MANILA
BOGOTA;MARSELLA
BOGOTA;MUNICH
BOGOTA;MILANO
BOGOTA;NAPOLES
BOGOTA;NICE
BOGOTA;TOKIO
BOGOTA;TRINIDAD
BOGOTA;PORTO
BOGOTA;OSLO
BOGOTA;BUCAREST
BOGOTA;MADRID
BOGOTA;PALERMO
BOGOTA;PRAGA
BOGOTA;MILANO
BOGOTA;SHANGHAI
BOGOTA;RIYADH
BOGOTA;ESTAMBUL
BOGOTA;SAN MARTIN
BOGOTA;SOUTHAMTON
BOGOTA;SANTA RITA DE ITUANGO
BOGOTA;SEVILLA
BOGOTA;TENERIFE
BOGOTA;TOULOUSE
BOGOTA;TEL AVIV
BOGOTA;TRINIDAD
BOGOTA;VENECIA
BOGOTA;VIENNA
BOGOTA;VALENCIA
BOGOTA;WARSAW
BOGOTA;ZAGREB
BOGOTA;ZURICH
MUMBAI;BOGOTA
MUMBAI;CARTAGENA
BRUSELAS;BOGOTA
BRUSELAS;CARTAGENA
BASEL;BOGOTA
BASEL;CARTAGENA
BUDAPEST;BOGOTA
BUDAPEST;CARTAGENA
CODAZZI;BOGOTA
PARIS;BOGOTA
PARIS;CARTAGENA
COPENHAGEN;BOGOTA
COPENHAGEN;CARTAGENA
CARTAGENA;ABENDEEN
CARTAGENA;ACCRA
CARTAGENA;MALAGA
CARTAGENA;ALICANTE
CARTAGENA;AMSTERDAM
CARTAGENA;ESTOCOLMO
CARTAGENA;ATENAS
CARTAGENA;BARCELONA
CARTAGENA;BECERRIL
CARTAGENA;BIRMINGHAN
CARTAGENA;BILBAO
CARTAGENA;BILLUND
CARTAGENA;BOLOGNA
CARTAGENA;BORDEAUX
CARTAGENA;MUMBAI
CARTAGENA;BRUSELAS
CARTAGENA;BASEL
CARTAGENA;BUDAPEST
CARTAGENA;PARIS
CARTAGENA;COPENHAGEN
CARTAGENA;YOPAL
CARTAGENA;DUBLIN
CARTAGENA;DUBAI
CARTAGENA;ROMA
CARTAGENA;CODAZZI
CARTAGENA;FRANKFURT
CARTAGENA;GLASGOW
CARTAGENA;GENOVA
CARTAGENA;HAMBURG
CARTAGENA;HONG KONG
CARTAGENA;EIVISSA
CARTAGENA;INCHEON
CARTAGENA;ESTAMBUL
CARTAGENA;KUALA
CARTAGENA;KUWAIT
CARTAGENA;LONDRES
CARTAGENA;LISBOA
CARTAGENA;BOSCONIA
CARTAGENA;LUXEMBURGO
CARTAGENA;LYON
CARTAGENA;MADRID
CARTAGENA;MANILA
CARTAGENA;MARSELLA
CARTAGENA;MUNICH
CARTAGENA;MILANO
CARTAGENA;NAPOLES
CARTAGENA;NICE
CARTAGENA;TRINIDAD
CARTAGENA;PORTO
CARTAGENA;OSLO
CARTAGENA;BUCAREST
CARTAGENA;MADRID
CARTAGENA;PRAGA
CARTAGENA;MILANO
CARTAGENA;SHANGHAI
CARTAGENA;RIGA
CARTAGENA;RIYADH
CARTAGENA;ESTAMBUL
CARTAGENA;SAN MARTIN
CARTAGENA;SANTA RITA DE ITUANGO
CARTAGENA;SEVILLA
CARTAGENA;TOULOUSE
CARTAGENA;TEL AVIV
CARTAGENA;VENECIA
CARTAGENA;VIENNA
CARTAGENA;VALENCIA
CARTAGENA;WARSAW
CARTAGENA;ZAGREB
CARTAGENA;ZURICH
CARDIFF;BOGOTA
DARIEN - VALLE;BOGOTA
DARIEN - VALLE;CARTAGENA
YOPAL;BOGOTA
DUBLIN;BOGOTA
DUBLIN;CARTAGENA
DUBAI;BOGOTA
DUBAI;CARTAGENA
ROMA;BOGOTA
ROMA;CARTAGENA
CODAZZI;BOGOTA
CODAZZI;CARTAGENA
MADEIRA;CARTAGENA
FRANKFURT;BOGOTA
FRANKFURT;CARTAGENA
GLASGOW;BOGOTA
GLASGOW;CARTAGENA
GENOVA;BOGOTA
GENOVA;CARTAGENA
HANNOVER;BOGOTA
HANNOVER;CARTAGENA
HAMBURG;BOGOTA
HAMBURG;CARTAGENA
HONG KONG;BOGOTA
EIVISSA;BOGOTA
EIVISSA;CARTAGENA
INCHEON;BOGOTA
INCHEON;CARTAGENA
ESTAMBUL;BOGOTA
ESTAMBUL;CARTAGENA
JOHANNESBURG;BOGOTA
KEFLAVIK;BOGOTA
KUALA;BOGOTA
KUWAIT;BOGOTA
LONDRES;BOGOTA
LONDRES;CARTAGENA
LISBOA;BOGOTA
LISBOA;CARTAGENA
BOSCONIA;CARTAGENA
LUXEMBURGO;BOGOTA
LUXEMBURGO;CARTAGENA
LYON;BOGOTA
LYON;CARTAGENA
MADRID;BOGOTA
MADRID;CARTAGENA
MANILA;BOGOTA
MANILA;CARTAGENA
MARSELLA;BOGOTA
MARSELLA;CARTAGENA
MUNICH;BOGOTA
MUNICH;CARTAGENA
MILANO;BOGOTA
MILANO;CARTAGENA
NAPOLES;BOGOTA
NAPOLES;CARTAGENA
NICE;BOGOTA
NICE;CARTAGENA
TOKIO;BOGOTA
TRINIDAD;BOGOTA
TRINIDAD;CARTAGENA
PORTO;BOGOTA
OSLO;BOGOTA
OSLO;CARTAGENA
BUCAREST;BOGOTA
BUCAREST;CARTAGENA
MADRID;BOGOTA
MADRID;CARTAGENA
PRAGA;BOGOTA
PRAGA;CARTAGENA
MILANO;BOGOTA
PANAMA;BOGOTA
SHANGHAI;BOGOTA
RIGA;CARTAGENA
ESTAMBUL;BOGOTA
SAN MARTIN;BOGOTA
SAN MARTIN;CARTAGENA
SANTA RITA DE ITUANGO;BOGOTA
SANTA RITA DE ITUANGO;CARTAGENA
SEVILLA;BOGOTA
SEVILLA;CARTAGENA
TENERIFE;BOGOTA
TENERIFE;CARTAGENA
TOULOUSE;BOGOTA
TOULOUSE;CARTAGENA
TEL AVIV;BOGOTA
TEL AVIV;CARTAGENA
TAIPEI;CARTAGENA
TRINIDAD;BOGOTA
VENECIA;BOGOTA
VENECIA;CARTAGENA
VIENNA;BOGOTA
VIENNA;CARTAGENA
VALENCIA;BOGOTA
VALENCIA;CARTAGENA
WARSAW;BOGOTA
WARSAW;CARTAGENA
ZAGREB;BOGOTA
ZAGREB;CARTAGENA
ZURICH;BOGOTA
ZURICH;CARTAGENA
SAN ANDRES;BARRANQUILLA
SAN ANDRES;BOGOTA
ARAUCA;BOGOTA
BARRANQUILLA;BOGOTA
BOGOTA;SAN ANDRES
BOGOTA;ARAUCA
BOGOTA;BARRANQUILLA
BOGOTA;CARACAS
BOGOTA;CALI
BOGOTA;EL YOPAL
BOGOTA;PUERTO INIRIDA
BOGOTA;LETICIA
BOGOTA;RIONEGRO - ANTIOQUIA
BOGOTA;MITU
BOGOTA;PUERTO CARRENO
BOGOTA;PANAMA
BOGOTA;QUITO
BOGOTA;VALENCIA
CARACAS;BOGOTA
CALI;BOGOTA
EL YOPAL;MITU
PUERTO INIRIDA;BOGOTA
LETICIA;BOGOTA
RIONEGRO - ANTIOQUIA;BOGOTA
MITU;BOGOTA
PUERTO CARRENO;BOGOTA
PANAMA;BOGOTA
PANAMA;LETICIA
QUITO;BOGOTA
VALENCIA;BOGOTA
BOGOTA;MIAMI
MIAMI;BOGOTA
ASUNCION;BOGOTA
BOGOTA;MIAMI
SAO PAULO;BOGOTA
CIUDAD DEL ESTE;BOGOTA
SAO PAULO;BOGOTA
LIMA;BOGOTA
RIONEGRO - ANTIOQUIA;MIAMI
MIAMI;BARRANQUILLA
MIAMI;BOGOTA
MIAMI;CALI
PANAMA;BOGOTA
BOGOTA;MIAMI
BOGOTA;SANTIAGO
BOGOTA;SANTIAGO
MIAMI;BOGOTA
SANTIAGO;BOGOTA
ANZOATEGUI;BOGOTA
BOGOTA;CARACAS
BOGOTA;CARACAS
BOGOTA;CURACAO
BOGOTA;GEORGETOWN
BOGOTA;GUAYAQUIL
BOGOTA;LIMA
BOGOTA;PANAMA
BOGOTA;PANAMA
BOGOTA;QUITO
BOGOTA;QUITO
CARACAS;BOGOTA
CARACAS;BOGOTA
CURACAO;BOGOTA
GEORGETOWN;BOGOTA
GUAYAQUIL;BOGOTA
LIMA;BOGOTA
PANAMA;BOGOTA
PANAMA;BOGOTA
QUITO;BOGOTA
QUITO;BOGOTA
RIONEGRO - ANTIOQUIA;MIAMI
SANTIAGO;RIONEGRO - ANTIOQUIA
BOGOTA;LIMA
CALI;LIMA
CARTAGENA;LIMA
LIMA;BOGOTA
LIMA;CALI
LIMA;CARTAGENA
LIMA;RIONEGRO - ANTIOQUIA
RIONEGRO - ANTIOQUIA;LIMA
BOGOTA;MEXICO
BOGOTA;SAN JOSE
CARTAGENA;GUATEMALA
CARTAGENA;WASHINGTON
CARTAGENA;NEW YORK
CARTAGENA;LOS ANGELES
CARTAGENA;LIMA
CARTAGENA;SAN SALVADOR
CARTAGENA;SAN JOSE
CANCUN;BOGOTA
GUATEMALA;CARTAGENA
GUATEMALA;RIONEGRO - ANTIOQUIA
WASHINGTON;BOGOTA
WASHINGTON;CARTAGENA
WASHINGTON;RIONEGRO - ANTIOQUIA
NEW YORK;CARTAGENA
NEW YORK;RIONEGRO - ANTIOQUIA
LOS ANGELES;CARTAGENA
LOS ANGELES;RIONEGRO - ANTIOQUIA
LIMA;BOGOTA
RIONEGRO - ANTIOQUIA;GUATEMALA
RIONEGRO - ANTIOQUIA;WASHINGTON
RIONEGRO - ANTIOQUIA;LOS ANGELES
RIONEGRO - ANTIOQUIA;MEXICO
RIONEGRO - ANTIOQUIA;SAN SALVADOR
RIONEGRO - ANTIOQUIA;SAN JOSE
MEXICO;BOGOTA
MEXICO;CARTAGENA
MEXICO;RIONEGRO - ANTIOQUIA
SAN SALVADOR;CARTAGENA
SAN SALVADOR;RIONEGRO - ANTIOQUIA
SAN JOSE;BOGOTA
SAN JOSE;CARTAGENA
SAN JOSE;RIONEGRO - ANTIOQUIA
TORONTO;RIONEGRO - ANTIOQUIA
BOGOTA;MIAMI
SAO PAULO;BOGOTA
RIONEGRO - ANTIOQUIA;MIAMI
MIAMI;BOGOTA
BOGOTA;MEXICO
MEXICO;BOGOTA
AMSTERDAM;BOGOTA
BOGOTA;AMSTERDAM
BOGOTA;MIAMI
GUATEMALA;BOGOTA
MIAMI;BOGOTA
QUITO;BOGOTA
ATLANTIC CITY;ARMENIA
ATLANTIC CITY;BUCARAMANGA
ATLANTIC CITY;BOGOTA
ATLANTIC CITY;CALI
ATLANTIC CITY;CARTAGENA
ATLANTIC CITY;RIONEGRO - ANTIOQUIA
ATLANTA;ARMENIA
ATLANTA;BARRANQUILLA
ATLANTA;BUCARAMANGA
ATLANTA;BOGOTA
ATLANTA;CALI
ATLANTA;CARTAGENA
ATLANTA;RIONEGRO - ANTIOQUIA
TEXAS;RIONEGRO - ANTIOQUIA
ARMENIA;ATLANTIC CITY
ARMENIA;ATLANTA
ARMENIA;TEXAS
ARMENIA;BOSTON
ARMENIA;MARYLAND
ARMENIA;OHIO
ARMENIA;COLORADO
ARMENIA;DETROIT
ARMENIA;NEW YORK
ARMENIA;FORT LAUDERDALE
ARMENIA;HOUSTON
ARMENIA;LAS VEGAS
ARMENIA;ORLANDO
ARMENIA;MANCHESTER
ARMENIA;OAKLAND
ARMENIA;CHICAGO
ARMENIA;PHILADELPHIA
ARMENIA;SAN DIEGO
ARMENIA;TAMPA
BARRANQUILLA;ATLANTA
BARRANQUILLA;BOSTON
BARRANQUILLA;MARYLAND
BARRANQUILLA;OHIO
BARRANQUILLA;COLORADO
BARRANQUILLA;DETROIT
BARRANQUILLA;NEW YORK
BARRANQUILLA;FORT LAUDERDALE
BARRANQUILLA;HOUSTON
BARRANQUILLA;LAS VEGAS
BARRANQUILLA;ORLANDO
BARRANQUILLA;OAKLAND
BARRANQUILLA;CHICAGO
BARRANQUILLA;PHILADELPHIA
BARRANQUILLA;PITTSBURGH
BARRANQUILLA;TAMPA
CONNECTICUT;BOGOTA
CONNECTICUT;RIONEGRO - ANTIOQUIA
BUCARAMANGA;ATLANTIC CITY
BUCARAMANGA;ATLANTA
BUCARAMANGA;BOSTON
BUCARAMANGA;MARYLAND
BUCARAMANGA;OHIO
BUCARAMANGA;COLORADO
BUCARAMANGA;DETROIT
BUCARAMANGA;NEW YORK
BUCARAMANGA;FORT LAUDERDALE
BUCARAMANGA;HOUSTON
BUCARAMANGA;LAS VEGAS
BUCARAMANGA;ORLANDO
BUCARAMANGA;MINNEAPOLIS
BUCARAMANGA;CHICAGO
BUCARAMANGA;PHILADELPHIA
BUCARAMANGA;RICHMOND
BUCARAMANGA;TAMPA
BOGOTA;ATLANTIC CITY
BOGOTA;ATLANTA
BOGOTA;TEXAS
BOGOTA;BOSTON
BOGOTA;CALIFORNIA
BOGOTA;MARYLAND
BOGOTA;OHIO
BOGOTA;NORTE DE CAROLINA
BOGOTA;COLORADO
BOGOTA;DALAS
BOGOTA;DETROIT
BOGOTA;NEW YORK
BOGOTA;FORT LAUDERDALE
BOGOTA;HOUSTON
BOGOTA;INDIANA
BOGOTA;LAS VEGAS
BOGOTA;KANSAS CITY
BOGOTA;ORLANDO
BOGOTA;MANCHESTER
BOGOTA;MIAMI
BOGOTA;NEW ORLEANS
BOGOTA;OAKLAND
BOGOTA;CHICAGO
BOGOTA;PHILADELPHIA
BOGOTA;PITTSBURGH
BOGOTA;SAN JUAN
BOGOTA;SACRAMENTO
BOGOTA;TAMPA
BOSTON;ARMENIA
BOSTON;BARRANQUILLA
BOSTON;BUCARAMANGA
BOSTON;BOGOTA
BOSTON;CALI
BOSTON;CARTAGENA
BOSTON;RIONEGRO - ANTIOQUIA
CALIFORNIA;CARTAGENA
CALIFORNIA;RIONEGRO - ANTIOQUIA
MARYLAND;ARMENIA
MARYLAND;BARRANQUILLA
MARYLAND;BUCARAMANGA
MARYLAND;BOGOTA
MARYLAND;CALI
MARYLAND;CARTAGENA
MARYLAND;RIONEGRO - ANTIOQUIA
OHIO;RIONEGRO - ANTIOQUIA
CALI;ATLANTIC CITY
CALI;ATLANTA
CALI;TEXAS
CALI;BOSTON
CALI;CALIFORNIA
CALI;MARYLAND
CALI;OHIO
CALI;DALAS
CALI;NEW YORK
CALI;FORT LAUDERDALE
CALI;HOUSTON
CALI;LAS VEGAS
CALI;ORLANDO
CALI;MANCHESTER
CALI;CHICAGO
CALI;PHILADELPHIA
CALI;SACRAMENTO
CALI;TAMPA
NORTE DE CAROLINA;BOGOTA
NORTE DE CAROLINA;RIONEGRO - ANTIOQUIA
OHIO;BOGOTA
OHIO;RIONEGRO - ANTIOQUIA
CARTAGENA;ATLANTA
CARTAGENA;BOSTON
CARTAGENA;CALIFORNIA
CARTAGENA;MARYLAND
CARTAGENA;OHIO
CARTAGENA;NORTE DE CAROLINA
CARTAGENA;COLORADO
CARTAGENA;DETROIT
CARTAGENA;NEW YORK
CARTAGENA;FORT LAUDERDALE
CARTAGENA;HOUSTON
CARTAGENA;LAS VEGAS
CARTAGENA;ORLANDO
CARTAGENA;NEW ORLEANS
CARTAGENA;CHICAGO
CARTAGENA;PHILADELPHIA
CARTAGENA;PITTSBURGH
CARTAGENA;SAN DIEGO
CARTAGENA;SACRAMENTO
CARTAGENA;TAMPA
DALAS;ARMENIA
DALAS;BARRANQUILLA
DALAS;BUCARAMANGA
DALAS;BOGOTA
DALAS;CALI
DALAS;CARTAGENA
DALAS;RIONEGRO - ANTIOQUIA
DETROIT;ARMENIA
DETROIT;BARRANQUILLA
DETROIT;BUCARAMANGA
DETROIT;BOGOTA
DETROIT;CALI
DETROIT;CARTAGENA
DETROIT;RIONEGRO - ANTIOQUIA
NEW YORK;ARMENIA
NEW YORK;BARRANQUILLA
NEW YORK;BUCARAMANGA
NEW YORK;BOGOTA
NEW YORK;CALI
NEW YORK;CARTAGENA
NEW YORK;RIONEGRO - ANTIOQUIA
FORT LAUDERDALE;ARMENIA
FORT LAUDERDALE;BARRANQUILLA
FORT LAUDERDALE;BUCARAMANGA
FORT LAUDERDALE;BOGOTA
FORT LAUDERDALE;CALI
FORT LAUDERDALE;CARTAGENA
FORT LAUDERDALE;RIONEGRO - ANTIOQUIA
HOUSTON;ARMENIA
HOUSTON;BARRANQUILLA
HOUSTON;BUCARAMANGA
HOUSTON;BOGOTA
HOUSTON;CALI
HOUSTON;CARTAGENA
HOUSTON;RIONEGRO - ANTIOQUIA
INDIANA;BOGOTA
INDIANA;RIONEGRO - ANTIOQUIA
LAS VEGAS;ARMENIA
LAS VEGAS;BARRANQUILLA
LAS VEGAS;BUCARAMANGA
LAS VEGAS;BOGOTA
LAS VEGAS;CALI
LAS VEGAS;CARTAGENA
LAS VEGAS;RIONEGRO - ANTIOQUIA
LOS ANGELES;ARMENIA
LOS ANGELES;BARRANQUILLA
LOS ANGELES;BUCARAMANGA
LOS ANGELES;BOGOTA
LOS ANGELES;CALI
LOS ANGELES;CARTAGENA
LOS ANGELES;RIONEGRO - ANTIOQUIA
ORLANDO;ARMENIA
ORLANDO;BARRANQUILLA
ORLANDO;BUCARAMANGA
ORLANDO;BOGOTA
ORLANDO;CALI
ORLANDO;CARTAGENA
ORLANDO;RIONEGRO - ANTIOQUIA
RIONEGRO - ANTIOQUIA;ATLANTIC CITY
RIONEGRO - ANTIOQUIA;ATLANTA
RIONEGRO - ANTIOQUIA;TEXAS
RIONEGRO - ANTIOQUIA;BOSTON
RIONEGRO - ANTIOQUIA;CALIFORNIA
RIONEGRO - ANTIOQUIA;MARYLAND
RIONEGRO - ANTIOQUIA;OHIO
RIONEGRO - ANTIOQUIA;NORTE DE CAROLINA
RIONEGRO - ANTIOQUIA;COLORADO
RIONEGRO - ANTIOQUIA;DALAS
RIONEGRO - ANTIOQUIA;DETROIT
RIONEGRO - ANTIOQUIA;NEW YORK
RIONEGRO - ANTIOQUIA;FORT LAUDERDALE
RIONEGRO - ANTIOQUIA;HOUSTON
RIONEGRO - ANTIOQUIA;INDIANA
RIONEGRO - ANTIOQUIA;LAS VEGAS
RIONEGRO - ANTIOQUIA;LOS ANGELES
RIONEGRO - ANTIOQUIA;KANSAS CITY
RIONEGRO - ANTIOQUIA;ORLANDO
RIONEGRO - ANTIOQUIA;MANCHESTER
RIONEGRO - ANTIOQUIA;MIAMI
RIONEGRO - ANTIOQUIA;NEW ORLEANS
RIONEGRO - ANTIOQUIA;OAKLAND
RIONEGRO - ANTIOQUIA;CHICAGO
RIONEGRO - ANTIOQUIA;PHILADELPHIA
RIONEGRO - ANTIOQUIA;KENTUCKY
RIONEGRO - ANTIOQUIA;SAN JUAN
RIONEGRO - ANTIOQUIA;SACRAMENTO
RIONEGRO - ANTIOQUIA;TAMPA
MANCHESTER;ARMENIA
MANCHESTER;RIONEGRO - ANTIOQUIA
MIAMI;BOGOTA
MIAMI;RIONEGRO - ANTIOQUIA
NEW ORLEANS;ARMENIA
NEW ORLEANS;BARRANQUILLA
NEW ORLEANS;BUCARAMANGA
NEW ORLEANS;BOGOTA
NEW ORLEANS;CALI
NEW ORLEANS;CARTAGENA
NEW ORLEANS;RIONEGRO - ANTIOQUIA
OAKLAND;ARMENIA
OAKLAND;BARRANQUILLA
OAKLAND;BOGOTA
OAKLAND;RIONEGRO - ANTIOQUIA
CHICAGO;ARMENIA
CHICAGO;BARRANQUILLA
CHICAGO;BUCARAMANGA
CHICAGO;BOGOTA
CHICAGO;CALI
CHICAGO;CARTAGENA
CHICAGO;RIONEGRO - ANTIOQUIA
PHILADELPHIA;ARMENIA
PHILADELPHIA;BARRANQUILLA
PHILADELPHIA;BUCARAMANGA
PHILADELPHIA;BOGOTA
PHILADELPHIA;CALI
PHILADELPHIA;CARTAGENA
PHILADELPHIA;RIONEGRO - ANTIOQUIA
PITTSBURGH;ARMENIA
PITTSBURGH;BARRANQUILLA
PITTSBURGH;BUCARAMANGA
PITTSBURGH;BOGOTA
PITTSBURGH;CALI
PITTSBURGH;CARTAGENA
PITTSBURGH;RIONEGRO - ANTIOQUIA
SAN DIEGO;ARMENIA
SAN DIEGO;CARTAGENA
SAN JUAN;BARRANQUILLA
SAN JUAN;BUCARAMANGA
SAN JUAN;BOGOTA
SAN JUAN;CARTAGENA
SAN JUAN;RIONEGRO - ANTIOQUIA
SACRAMENTO;CALI
SACRAMENTO;CARTAGENA
SACRAMENTO;RIONEGRO - ANTIOQUIA
TAMPA;ARMENIA
TAMPA;BARRANQUILLA
TAMPA;BUCARAMANGA
TAMPA;BOGOTA
TAMPA;CALI
TAMPA;CARTAGENA
TAMPA;RIONEGRO - ANTIOQUIA
SAN ANDRES;PROVIDENCIA
AGUACHICA;BOGOTA
CAREPA;BOGOTA
CAREPA;MEDELLIN
CAREPA;RIONEGRO - ANTIOQUIA
ARAUCA;BOGOTA
BUCARAMANGA;SARAVENA
BOGOTA;AGUACHICA
BOGOTA;CAREPA
BOGOTA;ARAUCA
BOGOTA;BUENAVENTURA
BOGOTA;MEDELLIN
BOGOTA;FLORENCIA
BOGOTA;PUERTO INIRIDA
BOGOTA;ALDANA
BOGOTA;LA MACARENA
BOGOTA;PUERTO LEGUIZAMO
BOGOTA;RIONEGRO - ANTIOQUIA
BOGOTA;MITU
BOGOTA;PUERTO CARRENO
BOGOTA;PITALITO
BOGOTA;PUERTO ASIS
BOGOTA;SARAVENA
BOGOTA;SAN JOSE DEL GUAVIARE
BOGOTA;SAN VICENTE DEL CAGUAN
BOGOTA;TUMACO
BOGOTA;TOLU
BOGOTA;TAME
BOGOTA;QUIBDO
BOGOTA;VILLA GARZON
BAHIA SOLANO;MEDELLIN
BUENAVENTURA;BOGOTA
CALI;FLORENCIA
CALI;GUAPI
CALI;ALDANA
CALI;TUMACO
MEDELLIN;CAREPA
MEDELLIN;BOGOTA
MEDELLIN;BAHIA SOLANO
MEDELLIN;NUQUI
MEDELLIN;TOLU
MEDELLIN;QUIBDO
FLORENCIA;BOGOTA
FLORENCIA;CALI
FLORENCIA;PUERTO LEGUIZAMO
GUAPI;CALI
PUERTO INIRIDA;BOGOTA
PUERTO INIRIDA;VILLAVICENCIO
ALDANA;BOGOTA
ALDANA;CALI
ALDANA;PUERTO ASIS
LA CHORRERA;LETICIA
LA CHORRERA;SAN JOSE DEL GUAVIARE
LETICIA;LA CHORRERA
LETICIA;LA PEDRERA
LETICIA;LETICIA
LA MACARENA;BOGOTA
LA PEDRERA;LETICIA
PUERTO LEGUIZAMO;BOGOTA
PUERTO LEGUIZAMO;FLORENCIA
PUERTO LEGUIZAMO;PUERTO ASIS
RIONEGRO - ANTIOQUIA;CAREPA
RIONEGRO - ANTIOQUIA;BOGOTA
RIONEGRO - ANTIOQUIA;QUIBDO
MITU;BOGOTA
MITU;VILLAVICENCIO
NUQUI;MEDELLIN
NUQUI;QUIBDO
PUERTO CARRENO;BOGOTA
PUERTO CARRENO;VILLAVICENCIO
PITALITO;BOGOTA
PUERTO ASIS;BOGOTA
PUERTO ASIS;ALDANA
PUERTO ASIS;PUERTO LEGUIZAMO
PROVIDENCIA;SAN ANDRES
SARAVENA;BUCARAMANGA
SARAVENA;BOGOTA
SAN JOSE DEL GUAVIARE;BOGOTA
SAN JOSE DEL GUAVIARE;LA CHORRERA
SAN VICENTE DEL CAGUAN;BOGOTA
LETICIA;LETICIA
TUMACO;BOGOTA
TUMACO;CALI
TOLU;BOGOTA
TOLU;MEDELLIN
TAME;BOGOTA
QUIBDO;BOGOTA
QUIBDO;MEDELLIN
QUIBDO;RIONEGRO - ANTIOQUIA
QUIBDO;NUQUI
VILLA GARZON;BOGOTA
VILLAVICENCIO;PUERTO INIRIDA
VILLAVICENCIO;MITU
VILLAVICENCIO;PUERTO CARRENO
SAN ANDRES;BARRANQUILLA
SAN ANDRES;BOGOTA
SAN ANDRES;CARTAGENA
ARUBA;BOGOTA
BARRANQUILLA;SAN ANDRES
BOGOTA;SAN ANDRES
BOGOTA;ARUBA
BOGOTA;CALI
BOGOTA;CARTAGENA
BOGOTA;CANCUN
BOGOTA;CURACAO
BOGOTA;GUAYAQUIL
BOGOTA;HABANA
BOGOTA;LIMA
BOGOTA;RIONEGRO - ANTIOQUIA
BOGOTA;MEXICO
BOGOTA;PANAMA
BOGOTA;PUNTA CANA
BOGOTA;SANTO DOMINGO
BOGOTA;SAN JOSE
BOGOTA;SANTA MARTA
BOGOTA;SAN CARLOS DE GUAROA
BOGOTA;QUITO
CALI;BOGOTA
CALI;CANCUN
CALI;PANAMA
CARTAGENA;SAN ANDRES
CARTAGENA;BOGOTA
CARTAGENA;PANAMA
CANCUN;BOGOTA
CANCUN;CALI
CANCUN;RIONEGRO - ANTIOQUIA
CURACAO;BOGOTA
GUAYAQUIL;BOGOTA
HABANA;BOGOTA
LIMA;BOGOTA
RIONEGRO - ANTIOQUIA;BOGOTA
RIONEGRO - ANTIOQUIA;CANCUN
RIONEGRO - ANTIOQUIA;PANAMA
RIONEGRO - ANTIOQUIA;PUNTA CANA
RIONEGRO - ANTIOQUIA;SANTO DOMINGO
MEXICO;BOGOTA
PANAMA;BOGOTA
PANAMA;CALI
PANAMA;CARTAGENA
PANAMA;RIONEGRO - ANTIOQUIA
PUNTA CANA;BOGOTA
PUNTA CANA;RIONEGRO - ANTIOQUIA
SANTO DOMINGO;BOGOTA
SANTO DOMINGO;RIONEGRO - ANTIOQUIA
SAN JOSE;BOGOTA
SANTA MARTA;BOGOTA
SAN CARLOS DE GUAROA;BOGOTA
QUITO;BOGOTA
BOGOTA;SANTIAGO
SANTIAGO;BOGOTA
BOGOTA;DALAS
BOGOTA;GUATEMALA
BOGOTA;WASHINGTON
BOGOTA;HOUSTON
BOGOTA;NEW YORK
BOGOTA;LOS ANGELES
BOGOTA;LIMA
BOGOTA;MEXICO
BOGOTA;MANAGUA
BOGOTA;MIAMI
BOGOTA;CALIFORNIA
BOGOTA;SAN SALVADOR
BOGOTA;SAN PEDRO SULA
BOGOTA;SAN FRANCISCO
BOGOTA;SAN JOSE
DALAS;BOGOTA
GUATEMALA;BOGOTA
WASHINGTON;BOGOTA
HOUSTON;BOGOTA
NEW YORK;BOGOTA
LOS ANGELES;BOGOTA
LIMA;BOGOTA
MEXICO;BOGOTA
MANAGUA;BOGOTA
MIAMI;BOGOTA
CALIFORNIA;BOGOTA
SAN SALVADOR;BOGOTA
SAN PEDRO SULA;BOGOTA
SAN FRANCISCO;BOGOTA
SAN JOSE;BOGOTA
QUITO;BOGOTA
BOGOTA;SAO PAULO
SAO PAULO;BOGOTA
ABIDJAN;BOGOTA
